"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"protector",17,5.880
,,"rail",39,5.870
,,"nation",22,5.850
,,"world",21,5.790
,,"coordination",15,5.790
,,"user",17,5.720
,,"reader",14,5.690
,,"alert",14,5.660
,,"life",20,5.640
,,"prepare",15,5.640
,,"preach",20,5.620
,,"measure",54,5.610
,,"insurance",28,5.600
,,"wearer",13,5.560
,,"talisman",13,5.560
,,"youth",14,5.540
,,"population",15,5.450
,,"watch",12,5.450
,,"arm",12,5.440
,,"church",13,5.420
,,"worker",17,5.400
,,"rail",15,5.370
,,"secure",15,5.370
,,"system",20,5.290
,,"defenseless",12,5.280
,,"Protection",12,5.280
,,"society",12,5.270
,,"class",13,5.240
,,"coalition",15,5.220
,,"mind",11,5.220
,,"tale",10,5.200
,,"inveigh",11,5.190
,,"preparation",10,5.150
,,"victim",10,5.150
,,"individual",13,5.140
,,"community",14,5.130
,,"proof",11,5.120
,,"remedy",14,5.100
,,"awareness",10,5.080
,,"States",13,5.040
danger,"... into X",,7826,0.370
,,"rush",357,7.680
,,"stand",42,7.370
,,"charge",90,7.140
,,"friend",44,6.640
,,"other",59,6.620
,,"first",53,6.320
,,"lure",34,6.170
,,"crew",20,6.080
,,"love",18,6.080
,,"family",46,6.020
,,"thrust",75,5.970
,,"head-first",18,5.940
,,"run",990,5.920
,,"ship",29,5.860
,,"straight",37,5.850
,,"rush",17,5.660
,,"wander",63,5.630
,,"plunge",117,5.620
,,"hero",14,5.610
,,"man",59,5.570
,,"sail",30,5.530
,,"daughter",16,5.400
,,"son",16,5.360
,,"headfirst",10,5.350
,,"stumble",42,5.290
,,"vessel",12,5.210
,,"sleepwalk",10,5.210
,,"brother",11,5.200
,,"send",54,5.180
,,"charge",14,5.170
,,"soldier",13,5.160
,,"leap",37,5.010
danger,"X on ...",,5932,0.280
,,"sea",97,5.700
,,"roadway",41,5.570
,,"horizon",186,5.150
danger,"X at ...",,4978,0.240
,,"turn",470,7.170
,,"Dunwater",12,6.290
,,"sea",312,5.670
,,"crossing",42,5.470
,,"step",110,5.450
,,"Fukushima",10,5.100
danger,"... without X",,4820,0.230
,,"candlelight",24,7.340
,,"cross",23,7.030
,,"sea",24,6.980
,,"approach",18,6.830
,,"adventure",17,6.760
,,"glow",16,6.720
,,"fire",22,6.660
,,"handle",22,6.660
,,"experience",30,6.620
,,"be",1502,6.410
,,"water",30,6.380
,,"land",17,6.360
,,"wall",16,6.290
,,"limit",12,6.290
,,"remove",29,6.190
,,"surface",16,6.160
,,"apply",19,6.090
,,"candle",10,6.050
,,"effect",11,6.010
,,"speed",14,6.000
,,"fun",12,5.920
,,"situation",16,5.910
,,"battery",10,5.910
,,"ground",15,5.900
,,"like",11,5.870
,,"use",69,5.860
,,"operation",18,5.860
,,"heat",10,5.860
,,"stay",11,5.810
,,"river",10,5.770
,,"discharge",10,5.760
,,"come",65,5.750
,,"achieve",27,5.750
,,"other",18,5.720
,,"purpose",16,5.720
,,"benefit",12,5.710
,,"hand",13,5.700
,,"accomplish",16,5.670
,,"escape",14,5.670
,,"battle",10,5.670
,,"environment",16,5.660
,,"do",198,5.640
,,"move",28,5.630
,,"enjoy",10,5.620
,,"want",17,5.590
,,"effect",12,5.530
,,"space",16,5.530
,,"way",19,5.510
,,"night",21,5.490
,,"place",38,5.450
,,"road",12,5.450
,,"need",12,5.450
,,"free",10,5.450
,,"pass",39,5.370
,,"travel",16,5.310
,,"get",13,5.310
,,"condition",12,5.230
,,"release",17,5.200
,,"read",10,5.180
,,"area",24,5.150
,,"play",28,5.120
,,"thing",19,5.120
,,"continue",20,5.090
,,"level",10,5.090
,,"take",17,5.050
,,"proceed",15,5.050
,,"building",10,5.010
,,"line",10,5.010
danger,"... as X",,4801,0.230
,,"loom",35,7.150
,,"dogmatism",13,6.460
,,"opportunism",13,6.460
,,"perceive",265,6.430
,,"danger",18,6.410
,,"Iran",33,6.310
,,"imperialism",12,6.110
,,"Trump",32,5.890
,,"fear",11,5.860
,,"wolf",11,5.780
,,"Islam",28,5.700
,,"detain",11,5.680
,,"communism",11,5.640
,,"threat",16,5.550
,,"immigrant",11,5.500
,,"warming",10,5.480
,,"pose",101,5.180
,,"proportion",11,5.130
danger,"... by X",,4042,0.190
,,"outweigh",569,9.890
,,"menace",59,8.300
,,"undaunted",41,7.500
,,"beset",140,7.460
,,"unattended",23,7.340
,,"undeterred",33,6.900
,,"alarm",62,6.830
,,"deter",38,6.710
,,"terrify",29,6.570
,,"arouse",37,6.520
,,"threaten",330,6.460
,,"undismayed",11,6.450
,,"confront",142,6.310
,,"frighten",37,6.300
,,"unfaze",19,6.210
,,"daunt",17,6.050
,,"worry",19,5.940
,,"preoccupy",10,5.700
,,"assail",11,5.530
,,"heighten",18,5.490
,,"concern",34,5.420
,,"unmoved",10,5.420
,,"scare",13,5.340
,,"necessitate",17,5.170
,,"stalk",11,5.070
danger,"verbs with particle ""out"" and X as object",,3907,0.190
,,"snuff",228,9.390
,,"sniff",97,7.730
,,"point",2450,7.390
,,"spell",175,6.690
,,"design",10,6.090
,,"hammer",20,5.130
danger,"... at X",,3544,0.170
,,"signal",357,8.550
,,"alarm",78,7.860
,,"tremble",37,7.070
,,"pass",244,6.690
,,"alarm",25,6.380
,,"hint",210,6.350
,,"hint",71,6.110
,,"frighten",10,5.960
,,"terrify",12,5.860
,,"terror",12,5.810
,,"concern",23,5.640
,,"fear",13,5.470
,,"scoff",32,5.450
,,"appall",16,5.360
danger,"X with ...",,2988,0.140
,,"firmness",12,6.280
,,"courage",42,5.750
danger,"X as ...",,2138,0.100
,,"danger",18,6.410
,,"tooth",10,5.310
danger,"verbs with particle ""off"" and X as object",,1333,0.060
,,"ward",731,8.710
,,"head",82,6.960
,,"see",47,6.750
,,"fend",160,6.550
,,"shrug",53,6.100
,,"stave",94,6.090
danger,"... than X",,962,0.050
,,"nuisance",52,9.830
,,"annoyance",21,8.710
,,"inconvenience",13,8.460
,,"danger",13,7.910
,,"opportunity",12,6.600
,,"serious",14,5.770
,,"dangerous",23,5.210
danger,"verbs with particle ""up"" and X as object",,956,0.050
,,"point",57,8.320
,,"flag",29,7.740
,,"sweep",36,6.920
,,"play",80,6.780
,,"talk",44,6.720
,,"mop",32,6.290
,,"ratchete",17,5.810
,,"size",15,5.620
,,"weigh",21,5.400
,,"cover",154,5.370
danger,"... over X",,895,0.040
,,"warning",37,9.200
,,"warn",17,8.440
,,"alarm",34,8.000
,,"hysteria",12,7.610
,,"concern",31,6.760
,,"fear",27,6.590
,,"worry",17,6.430
,,"worry",17,6.380
,,"anxiety",18,6.250
,,"gloss",41,6.080
,,"concern",287,5.920
,,"triumph",28,5.780
danger,"... after X",,892,0.040
,,"garden",119,10.830
,,"spring",186,10.620
,,"plant",80,10.130
,,"danger",37,10.100
,,"transplant",24,9.410
,,"seed",36,9.280
,,"transplant",16,9.010
,,"outside",21,8.810
,,"soil",30,8.670
,,"plant",39,8.550
,,"sow",13,8.460
,,"outside",10,8.290
,,"May",12,6.710
,,"ground",18,6.670
,,"persist",10,5.380
,,"move",11,5.110
danger,"X during ...",,890,0.040
,,"fire",14,5.800
,,"birth",10,5.420
,,"incident",21,5.300
,,"journey",23,5.090
danger,"... through X",,852,0.040
,,"alive",32,7.780
,,"safe",16,7.780
danger,"X than ...",,805,0.040
,,"danger",13,7.910
,,"terrorism",15,7.700
,,"help",18,6.730
,,"threat",15,6.510
,,"benefit",27,6.290
,,"enemy",12,5.970
,,"opportunity",12,5.860
,,"attack",15,5.640
,,"star",16,5.240
,,"war",13,5.220
danger,"X if ...",,740,0.040
,,"identity",24,9.030
,,"precaution",11,7.890
,,"Iran",11,6.550
danger,"... out X",,684,0.030
,,"point",513,7.640
,,"spell",15,7.570
,,"point",64,6.990
,,"spell",16,6.630
,,"seek",17,5.280
danger,"X around ...",,545,0.030
,,"turn",31,6.360
,,"bend",18,5.930
,,"water",11,5.920
,,"corner",315,5.890
danger,"... until X",,539,0.030
,,"plant",21,9.350
,,"shelter",10,8.660
,,"hide",21,8.090
,,"area",14,5.680
,,"wait",12,5.310
,,"home",15,5.120
,,"stay",29,5.040
danger,"verbs with particle ""down"" and X as object",,513,0.020
,,"play",224,8.300
,,"face",99,7.920
,,"stare",20,5.670
danger,"... like X",,497,0.020
,,"pose",12,8.010
danger,"... toward X",,455,0.020
,,"run",277,9.420
,,"rush",31,8.390
danger,"... towards X",,435,0.020
,,"run",204,8.280
,,"rush",19,6.880
danger,"... between X",,431,0.020
,,"steer",12,9.350
,,"course",11,7.540
danger,"... despite X",,342,0.020
,,"stay",16,9.640
,,"home",17,9.090
,,"work",18,8.770
,,"work",24,8.300
,,"people",10,7.990
,,"do",22,7.440
,,"go",13,7.180
,,"life",11,7.090
,,"continue",16,6.500
danger,"... if X",,338,0.020
,,"alarm",11,7.910
,,"little",18,5.500
danger,"... upon X",,287,0.010
,,"danger",13,10.250
,,"expound",13,7.520
,,"dwell",18,6.740
,,"reflection",10,6.080
danger,"X like ...",,258,0.010
,,"predator",13,7.590
,,"fire",39,5.860
danger,"X within ...",,255,0.010
,,"movement",27,5.350
danger,"X into ...",,253,0.010
,,"safety",21,6.960
danger,"X without ...",,231,0.010
,,"protection",21,5.690
,,"thought",24,5.230
danger,"X after ...",,207,0.010
,,"danger",37,10.100
danger,"... beyond X",,184,0.010
,,"place",11,8.050
danger,"... around X",,181,0.010
,,"awareness",53,7.820
danger,"verbs with particle ""away"" and X as object",,163,0.010
,,"head",13,10.630
,,"keep",15,6.350
,,"clear",18,5.220
,,"drive",19,5.070
danger,"X through ...",,139,0.010
,,"fault",14,5.560
danger,"X before ...",,101,0.000
,,"sense",14,10.140
danger,"... en X",,88,0.000
,,"espèce",40,13.320
danger,"verbs with particle ""aside"" and X as object",,77,0.000
,,"leave",23,5.180
danger,"X behind ...",,74,0.000
,,"corner",10,7.410
danger,"... up X",,67,0.000
,,"point",13,7.830
,,"ratchet",16,5.770
,,"amp",12,5.490
danger,"X upon ...",,62,0.000
,,"danger",13,10.250
danger,"X against ...",,60,0.000
,,"product",15,6.440
,,"life",11,5.510
danger,"... past X",,60,0.000
,,"be",18,6.150
,,"way",17,5.250
danger,"... off X",,57,0.000
,,"ward",10,10.010
,,"ward",11,8.440
,,"mind",27,5.920
danger,"X beyond ...",,56,0.000
,,"imagination",18,5.620
danger,"... so X",,42,0.000
,,"escape",14,12.280
,,"face",10,8.360
danger,"... once X",,42,0.000
,,"garden",15,11.330
,,"spring",17,11.230
danger,"... during X",,28,0.000
,,"p.m.",10,6.600
danger,"X save ...",,16,0.000
,,"percentage",16,9.580
danger,"usage patterns",,0,0.000
,,"it''s ""%w"" to ...",148,0.010
