"corpus","preloaded/ententen21_tt31"
"subcorpus","-"
Keyword,Gramrel,Collocate,Freq,Score
,,"Union",765,5.380
,,"Delhi",864,5.370
,,"respect",1350,5.370
,,"nation",1076,5.340
,,"Italy",1101,5.310
,,"affair",788,5.310
,,"Mediterranean",649,5.310
,,"order",7677,5.310
,,"democracy",663,5.310
,,"realm",774,5.300
,,"Ukraine",785,5.290
,,"Pacific",694,5.250
,,"word",912,5.240
,,"right",1001,5.230
,,"negotiation",698,5.210
,,"package",764,5.200
,,"way",7599,5.180
,,"party",693,5.180
,,"watt",525,5.170
,,"France",1278,5.150
,,"battery",551,5.150
,,"form",3043,5.130
,,"situation",1503,5.130
,,"Africa",1675,5.110
,,"branch",592,5.110
,,"favor",1287,5.100
,,"economy",884,5.100
,,"prayer",626,5.100
,,"India",2020,5.080
,,"organization",828,5.080
,,"man",716,5.070
,,"China",1832,5.040
,,"sphere",592,5.040
,,"life",3685,5.040
,,"body",1192,5.010
,,"States",2427,5.010
power,"... in X",,465053,2.340
,,"everything",46356,10.790
,,"believe",26883,9.280
,,"party",9857,8.540
,,"belief",8579,8.540
,,"stay",16082,8.250
,,"remain",15128,8.180
,,"faith",5672,7.740
,,"believer",3342,7.590
,,"shift",4485,7.450
,,"government",4461,7.400
,,"means",2225,7.250
,,"increase",12276,7.180
,,"people",11811,6.960
,,"grow",4958,6.960
,,"regime",1721,6.660
,,"anything",2015,6.590
,,"year",7316,6.550
,,"be",84761,6.490
,,"confidence",2143,6.420
,,"boost",1323,6.380
,,"equal",1287,6.340
,,"lack",1560,6.280
,,"lie",2541,6.190
,,"decade",1220,6.190
,,"man",3054,6.110
,,"trust",1090,6.080
,,"increase",1689,6.070
,,"reduction",2429,6.010
,,"politician",1015,5.970
,,"difference",3427,5.920
,,"trust",1192,5.850
,,"limit",1018,5.850
,,"decline",1651,5.830
,,"rise",1159,5.810
,,"gain",1054,5.810
,,"rein",817,5.740
,,"rise",1520,5.700
,,"stay",980,5.640
,,"decrease",1230,5.550
,,"gain",758,5.530
,,"revel",732,5.510
,,"imbalance",699,5.510
,,"someone",977,5.500
,,"loss",1008,5.480
,,"drop",1057,5.410
,,"democrat",636,5.380
,,"assistance",678,5.320
,,"growth",1400,5.280
,,"investment",1528,5.260
,,"improvement",1274,5.260
,,"advance",959,5.250
,,"interested",2461,5.220
,,"leader",1507,5.210
,,"person",1122,5.180
,,"Saddam",510,5.160
,,"disparity",598,5.130
,,"woman",1771,5.120
,,"confident",591,5.120
,,"one",637,5.100
,,"put",1891,5.090
,,"term",714,5.090
,,"Assad",488,5.090
,,"continue",809,5.040
,,"lie",511,5.030
,,"republican",497,5.020
power,"... to X",,439677,2.210
,,"rise",21101,9.790
,,"truth",13388,9.780
,,"rise",12039,8.800
,,"testament",6288,8.490
,,"come",77168,8.440
,,"raise",4763,8.270
,,"will",4309,8.270
,,"cling",3690,7.620
,,"sweep",1839,7.070
,,"limit",2207,7.040
,,"testimony",1934,6.970
,,"return",5431,6.850
,,"vote",1585,6.850
,,"accession",1521,6.750
,,"claim",2078,6.710
,,"threat",3382,6.680
,,"power",2151,6.650
,,"ascend",1476,6.600
,,"ascent",1331,6.580
,,"energy",1496,6.540
,,"electricity",1319,6.520
,,"return",10262,6.380
,,"ascension",1140,6.380
,,"proportional",1360,6.370
,,"path",2031,6.340
,,"pursuant",2307,6.300
,,"challenge",1596,6.210
,,"access",11195,6.140
,,"thanks",5842,6.140
,,"testify",1053,6.080
,,"opposition",1601,6.020
,,"restore",1070,6.020
,,"attest",995,6.010
,,"key",1528,5.910
,,"switch",1666,5.890
,,"convert",1557,5.840
,,"tribute",1372,5.840
,,"witness",1002,5.840
,,"subject",3294,5.830
,,"connect",3569,5.820
,,"equal",1368,5.810
,,"party",1108,5.770
,,"succumb",968,5.740
,,"government",821,5.740
,,"elect",1080,5.720
,,"resistance",1131,5.700
,,"speak",2346,5.610
,,"surrender",759,5.590
,,"enough",662,5.530
,,"use",1328,5.500
,,"ride",655,5.480
,,"relationship",914,5.450
,,"relation",1886,5.400
,,"immune",653,5.340
,,"yield",615,5.340
,,"Hitler",525,5.290
,,"road",866,5.280
,,"addition",3921,5.260
,,"due",9872,5.210
,,"submit",1046,5.200
,,"regard",1792,5.190
,,"number",574,5.180
,,"connection",1131,5.160
,,"allegiance",554,5.150
,,"oppose",1210,5.130
,,"way",2280,5.120
,,"awaken",478,5.080
,,"respect",1418,5.070
,,"have",1009,5.070
,,"proximity",653,5.040
,,"able",688,5.030
power,"... with X",,359715,1.810
,,"endow",4495,8.470
,,"vest",3228,8.160
,,"invest",2901,7.960
,,"imbue",2404,7.620
,,"like",1883,7.400
,,"government",1892,7.190
,,"someone",2587,7.120
,,"gift",1373,6.900
,,"man",2810,6.870
,,"body",1745,6.860
,,"entrust",1355,6.820
,,"people",6603,6.790
,,"being",1248,6.730
,,"bear",1522,6.680
,,"clothe",1134,6.630
,,"arm",1814,6.620
,,"engine",1240,6.560
,,"creature",1121,6.560
,,"authority",1068,6.520
,,"girl",1315,6.460
,,"trust",987,6.420
,,"character",1175,6.410
,,"bless",1219,6.380
,,"endue",914,6.360
,,"person",1836,6.330
,,"relation",1678,6.330
,,"supply",1144,6.330
,,"drunk",880,6.300
,,"agency",954,6.270
,,"combine",2942,6.250
,,"hitter",850,6.250
,,"God",923,6.240
,,"world",1288,6.190
,,"hit",1000,6.160
,,"one",963,6.150
,,"alliance",1015,6.110
,,"power",867,6.100
,,"do",6633,6.080
,,"infuse",872,6.080
,,"woman",1490,6.060
,,"operate",973,6.050
,,"war",1107,5.960
,,"mad",698,5.950
,,"entity",713,5.920
,,"deal",2255,5.870
,,"human",680,5.860
,,"car",940,5.840
,,"court",700,5.840
,,"conflict",1001,5.830
,,"something",852,5.830
,,"state",890,5.820
,,"system",1220,5.810
,,"device",799,5.800
,,"equip",1776,5.770
,,"mutant",596,5.750
,,"obsess",766,5.720
,,"hero",590,5.700
,,"couple",1221,5.690
,,"come",3845,5.650
,,"drink",561,5.620
,,"weapon",564,5.610
,,"run",850,5.590
,,"seat",595,5.570
,,"officer",591,5.570
,,"guy",692,5.560
,,"glow",549,5.560
,,"institution",563,5.530
,,"group",749,5.520
,,"anyone",809,5.500
,,"machine",606,5.490
,,"force",608,5.480
,,"heaven",504,5.470
,,"superhero",488,5.460
,,"concern",937,5.420
,,"treaty",531,5.420
,,"pack",815,5.400
,,"impress",756,5.400
,,"other",586,5.400
,,"obsession",574,5.390
,,"committee",483,5.390
,,"individual",907,5.380
,,"kHz",452,5.350
,,"charge",958,5.330
,,"country",787,5.320
,,"boy",506,5.310
,,"ball",499,5.310
,,"motor",467,5.310
,,"life",775,5.280
,,"commission",434,5.280
,,"laser",429,5.260
,,"fill",2141,5.240
,,"computer",506,5.240
,,"confrontation",488,5.240
,,"compete",797,5.230
,,"leader",481,5.230
,,"sing",472,5.230
,,"term",563,5.210
,,"bestow",409,5.200
,,"enemy",431,5.180
,,"monster",413,5.180
power,"X to ...",,262181,1.320
,,"wheel",6908,9.450
,,"grid",3180,8.290
,,"motor",2667,8.190
,,"tax",2623,7.820
,,"watt",1796,7.760
,,"government",5029,7.690
,,"ratio",1752,7.250
,,"people",10723,7.190
,,"device",2483,7.180
,,"load",1242,7.040
,,"circuit",1123,6.890
,,"pump",993,6.820
,,"Soviets",841,6.680
,,"power",2151,6.650
,,"engine",1047,6.570
,,"unit",1428,6.550
,,"state",3058,6.520
,,"authority",1440,6.490
,,"president",932,6.450
,,"ya",660,6.330
,,"coil",659,6.300
,,"council",870,6.250
,,"Congress",1014,6.220
,,"equipment",747,6.190
,,"ground",1554,6.170
,,"system",2494,6.160
,,"President",777,6.110
,,"elbow",573,6.110
,,"board",1054,6.060
,,"home",1941,6.030
,,"branch",657,6.030
,,"customer",2113,6.030
,,"axle",542,6.020
,,"agency",890,5.990
,,"corporation",635,5.970
,,"province",587,5.960
,,"consumer",998,5.920
,,"battery",519,5.800
,,"region",970,5.780
,,"leader",671,5.750
,,"light",741,5.730
,,"building",845,5.700
,,"executive",477,5.700
,,"heater",422,5.680
,,"shock",463,5.670
,,"component",530,5.660
,,"utility",432,5.620
,,"machine",593,5.610
,,"drive",521,5.610
,,"minister",485,5.610
,,"advantage",602,5.580
,,"switch",443,5.580
,,"road",569,5.550
,,"hp",382,5.540
,,"force",586,5.520
,,"kW",374,5.520
,,"thousand",498,5.510
,,"Parliament",471,5.500
,,"police",595,5.480
,,"civilian",375,5.450
,,"body",848,5.430
,,"area",1708,5.420
,,"bind",344,5.410
,,"camera",446,5.400
,,"institution",545,5.400
,,"module",398,5.370
,,"extent",1022,5.360
,,"weight",427,5.360
,,"judge",437,5.350
,,"shield",327,5.310
,,"appliance",330,5.310
,,"soviet",318,5.310
,,"controller",367,5.290
,,"outlet",364,5.290
,,"teleport",324,5.290
,,"community",1445,5.260
,,"facility",568,5.240
,,"receiver",347,5.230
,,"million",384,5.220
,,"city",929,5.190
,,"Commission",427,5.180
,,"officer",445,5.180
,,"speaker",364,5.180
,,"relay",296,5.180
,,"Scotland",352,5.170
,,"parliament",328,5.170
,,"citizen",463,5.160
,,"sensor",318,5.160
,,"household",355,5.150
,,"individual",709,5.140
,,"level",1611,5.120
,,"son",422,5.100
,,"Minister",365,5.090
,,"detriment",308,5.080
,,"solenoid",271,5.070
,,"money",342,5.050
,,"Heal",269,5.040
,,"man",887,5.030
,,"vehicle",408,5.020
,,"pedal",264,5.010
power,"... for X",,233780,1.170
,,"lust",8107,9.990
,,"struggle",9902,9.500
,,"hit",4229,9.060
,,"quest",4445,8.470
,,"desire",4599,8.240
,,"thirst",2493,8.180
,,"vie",2739,8.170
,,"hunger",1759,7.760
,,"bid",1934,7.500
,,"greed",1315,7.480
,,"grab",1285,7.440
,,"jockey",1123,7.220
,,"demand",5718,7.100
,,"struggle",1238,7.010
,,"hungry",1121,7.010
,,"battery",1038,6.960
,,"fluctuation",870,6.920
,,"battle",1384,6.910
,,"compete",1612,6.780
,,"fight",1362,6.770
,,"drive",963,6.660
,,"generator",759,6.630
,,"fight",2108,6.580
,,"lust",655,6.490
,,"competition",1075,6.410
,,"ambition",633,6.350
,,"strive",929,6.340
,,"need",5940,6.300
,,"appetite",754,6.270
,,"rival",577,6.260
,,"engine",690,6.210
,,"connector",579,6.200
,,"contest",599,6.160
,,"contender",540,6.000
,,"cable",507,6.000
,,"match",704,5.970
,,"exchange",1004,5.960
,,"craving",504,5.920
,,"contend",466,5.890
,,"respect",1114,5.860
,,"greedy",423,5.860
,,"other",601,5.840
,,"subsidy",471,5.800
,,"wire",426,5.790
,,"fuel",498,5.760
,,"port",456,5.730
,,"potential",1186,5.720
,,"jostle",384,5.700
,,"appreciation",572,5.670
,,"know",2132,5.620
,,"price",1038,5.530
,,"war",416,5.530
,,"connection",392,5.510
,,"God",457,5.390
,,"switch",327,5.370
,,"grasp",303,5.360
,,"provide",1265,5.310
,,"play",368,5.300
,,"pay",2125,5.290
,,"scramble",289,5.280
,,"energy",377,5.270
,,"optimize",390,5.260
,,"button",332,5.230
,,"push",335,5.200
,,"market",799,5.170
,,"metaphor",325,5.170
,,"wish",346,5.150
,,"case",748,5.120
,,"motor",266,5.120
,,"more",456,5.090
,,"coal",251,5.070
,,"argue",381,5.060
,,"push",469,5.040
,,"stand",568,5.040
power,"... on X",,149483,0.750
,,"grip",7442,9.920
,,"hold",5195,9.670
,,"check",3223,8.710
,,"limitation",2934,8.610
,,"limit",3791,8.400
,,"monopoly",1563,8.090
,,"run",6455,7.810
,,"turn",3203,7.570
,,"reliance",1654,7.260
,,"low",1211,7.230
,,"rely",9224,7.230
,,"operate",1813,7.180
,,"constraint",878,7.020
,,"draw",2009,6.900
,,"restraint",598,6.890
,,"dependence",927,6.740
,,"drunk",491,6.680
,,"restriction",1348,6.530
,,"balance",496,6.490
,,"capitalize",771,6.490
,,"switch",517,6.480
,,"mile",625,6.460
,,"stranglehold",423,6.440
,,"drink",427,6.420
,,"grasp",423,6.370
,,"microwave",370,6.330
,,"dependent",1547,6.270
,,"turn",486,6.250
,,"meditation",428,6.160
,,"save",552,6.050
,,"reliant",433,5.970
,,"call",1346,5.970
,,"emphasis",1407,5.920
,,"short",393,5.890
,,"encroach",303,5.860
,,"reflect",989,5.740
,,"reflection",489,5.660
,,"depend",5533,5.620
,,"drive",357,5.610
,,"take",2628,5.600
,,"infringe",263,5.530
,,"compromise",255,5.420
,,"switch",244,5.340
,,"count",359,5.330
,,"confer",202,5.290
,,"encroachment",182,5.230
,,"dependency",225,5.220
,,"perspective",490,5.100
,,"thrive",217,5.070
,,"curb",163,5.070
,,"treatise",200,5.040
,,"view",550,5.020
,,"lock",186,5.020
,,"demand",232,5.010
power,"X for ...",,143150,0.720
,,"gain",1258,7.360
,,"evil",767,7.240
,,"mill",681,7.140
,,"sake",1419,6.640
,,"home",1588,6.550
,,"light",663,6.510
,,"lighting",483,6.500
,,"motor",473,6.490
,,"circuit",473,6.380
,,"decade",1792,6.260
,,"train",463,6.220
,,"end",659,6.160
,,"pump",346,6.100
,,"device",882,6.080
,,"grid",324,6.070
,,"operation",1096,6.050
,,"authority",417,5.980
,,"police",380,5.970
,,"second",753,5.970
,,"term",852,5.940
,,"size",498,5.890
,,"equipment",457,5.860
,,"benefit",978,5.770
,,"Parliament",260,5.740
,,"hour",1892,5.670
,,"period",1838,5.660
,,"good",502,5.610
,,"system",1084,5.590
,,"electricity",271,5.580
,,"government",749,5.570
,,"day",3063,5.530
,,"propulsion",210,5.520
,,"regulator",216,5.490
,,"century",566,5.480
,,"generation",753,5.460
,,"council",252,5.450
,,"load",230,5.420
,,"acceleration",200,5.390
,,"task",405,5.370
,,"purpose",2959,5.340
,,"engine",295,5.340
,,"household",256,5.340
,,"appliance",187,5.260
,,"computer",285,5.250
,,"electronics",184,5.220
,,"need",489,5.210
,,"vehicle",438,5.210
,,"duration",332,5.180
,,"time",4423,5.170
,,"Scotland",206,5.170
,,"laptop",194,5.170
,,"unit",338,5.150
,,"car",517,5.150
,,"minute",1003,5.080
,,"healing",202,5.060
,,"battery",191,5.030
power,"... by X",,134813,0.680
,,"corrupt",1306,8.120
,,"back",2215,7.440
,,"keep",886,7.360
,,"propel",720,7.230
,,"transform",652,7.040
,,"intervention",555,6.820
,,"move",834,6.820
,,"seduce",492,6.720
,,"rule",748,6.630
,,"control",1623,6.620
,,"fuel",759,6.580
,,"impress",824,6.550
,,"overcome",499,6.550
,,"limit",860,6.510
,,"dominate",1223,6.490
,,"amaze",454,6.460
,,"earth",388,6.450
,,"fascinate",613,6.440
,,"overwhelm",615,6.430
,,"life",491,6.410
,,"drive",2043,6.360
,,"multiply",476,6.360
,,"impose",720,6.300
,,"heal",340,6.290
,,"awe",334,6.250
,,"manipulate",376,6.250
,,"divide",612,6.240
,,"work",410,6.170
,,"domination",308,6.160
,,"threaten",544,6.140
,,"power",1026,6.120
,,"enforce",372,6.120
,,"draw",452,6.090
,,"sustain",365,6.080
,,"occupy",724,6.050
,,"change",413,6.050
,,"world",402,6.030
,,"occupation",287,6.030
,,"strike",588,5.970
,,"aid",425,5.960
,,"generate",888,5.940
,,"God",296,5.940
,,"invasion",279,5.920
,,"defeat",375,5.920
,,"invade",291,5.920
,,"operate",890,5.890
,,"conquer",284,5.890
,,"colonize",256,5.880
,,"thing",294,5.870
,,"blow",311,5.860
,,"possess",333,5.860
,,"Christ",244,5.800
,,"protect",634,5.780
,,"live",379,5.780
,,"interference",240,5.760
,,"intoxicate",229,5.760
,,"attempt",402,5.750
,,"guide",515,5.740
,,"be",1680,5.730
,,"touch",333,5.730
,,"accomplish",292,5.730
,,"conceive",249,5.720
,,"people",296,5.690
,,"destroy",519,5.670
,,"motivate",457,5.640
,,"attack",392,5.630
,,"govern",508,5.560
,,"exploit",247,5.560
,,"do",1111,5.550
,,"save",316,5.540
,,"blind",241,5.520
,,"wrought",209,5.520
,,"control",220,5.470
,,"shape",315,5.450
,,"crush",212,5.420
,,"oppress",190,5.400
,,"surprise",322,5.400
,,"dead",176,5.400
,,"run",785,5.380
,,"intimidate",208,5.370
,,"strengthen",207,5.370
,,"influence",776,5.370
,,"hope",171,5.360
,,"consume",274,5.350
,,"constrain",237,5.350
,,"tempt",191,5.340
,,"supply",350,5.310
,,"possible",271,5.310
,,"miracle",164,5.300
,,"effect",195,5.290
,,"support",1498,5.270
,,"country",218,5.260
,,"swear",184,5.250
,,"come",270,5.230
,,"attack",359,5.230
,,"rule",183,5.230
,,"suppress",174,5.220
,,"create",1246,5.210
,,"ignore",233,5.210
,,"determine",761,5.200
power,"X over ...",,117415,0.590
,,"other",5252,10.030
,,"life",4720,9.610
,,"people",4179,9.120
,,"Ethernet",1729,8.820
,,"man",1808,8.670
,,"thing",1514,8.290
,,"woman",1305,8.290
,,"nature",1181,8.230
,,"decision",1123,8.040
,,"nation",1001,7.980
,,"government",924,7.810
,,"state",835,7.600
,,"death",871,7.580
,,"person",734,7.560
,,"citizen",696,7.540
,,"mind",721,7.530
,,"individual",720,7.530
,,"affair",716,7.520
,,"body",947,7.450
,,"world",1149,7.340
,,"economy",627,7.340
,,"subject",590,7.290
,,"land",837,7.270
,,"matter",682,7.220
,,"child",651,7.200
,,"policy",621,7.170
,,"everything",632,7.140
,,"home",528,7.060
,,"country",675,7.020
,,"distance",651,6.940
,,"spirit",438,6.900
,,"society",446,6.890
,,"share",437,6.860
,,"system",536,6.850
,,"someone",423,6.800
,,"commerce",383,6.720
,,"property",438,6.670
,,"force",393,6.670
,,"rest",410,6.660
,,"sin",380,6.630
,,"victim",361,6.610
,,"law",392,6.600
,,"element",363,6.570
,,"process",402,6.550
,,"territory",407,6.540
,,"market",370,6.530
,,"mass",335,6.490
,,"demon",318,6.450
,,"aspect",340,6.430
,,"being",310,6.410
,,"creation",316,6.380
,,"soul",307,6.370
,,"cable",310,6.350
,,"member",344,6.330
,,"legislation",295,6.320
,,"immigration",295,6.310
,,"power",329,6.290
,,"church",299,6.280
,,"population",296,6.280
,,"flesh",287,6.280
,,"water",392,6.250
,,"action",304,6.250
,,"area",563,6.210
,,"earth",300,6.210
,,"industry",284,6.210
,,"everyone",279,6.210
,,"worker",284,6.200
,,"community",280,6.200
,,"resource",305,6.190
,,"situation",298,6.190
,,"ethernet",258,6.160
,,"group",283,6.150
,,"anyone",257,6.120
,,"court",259,6.110
,,"region",307,6.090
,,"company",284,6.060
,,"institution",249,6.060
,,"budget",277,6.050
,,"money",274,6.050
,,"human",242,6.050
,,"heart",266,6.030
,,"clay",228,5.970
,,"education",232,5.960
,,"security",239,5.950
,,"range",346,5.940
,,"employee",237,5.940
,,"enemy",236,5.940
,,"fire",264,5.920
,,"future",249,5.920
,,"issue",366,5.920
,,"student",263,5.910
,,"will",217,5.890
,,"anything",226,5.870
,,"medium",235,5.830
,,"destiny",211,5.830
,,"universe",209,5.820
,,"right",251,5.810
,,"business",242,5.810
,,"city",276,5.800
,,"environment",211,5.800
power,"X from ...",,111892,0.560
,,"battery",3278,9.540
,,"engine",2852,9.030
,,"grid",2000,8.960
,,"consent",1216,8.440
,,"generator",1060,8.120
,,"wind",1199,7.970
,,"motor",939,7.940
,,"watt",781,7.810
,,"panel",1001,7.640
,,"plant",1599,7.640
,,"energy",755,7.490
,,"source",4824,7.400
,,"supply",721,7.390
,,"sun",1016,7.370
,,"turbine",522,7.160
,,"coal",497,6.930
,,"renewable",437,6.910
,,"dam",448,6.890
,,"port",577,6.850
,,"utility",400,6.760
,,"government",1442,6.630
,,"God",937,6.550
,,"system",1099,6.510
,,"farm",522,6.390
,,"project",703,6.370
,,"outlet",337,6.330
,,"unit",478,6.300
,,"power",451,6.300
,,"Congress",361,6.280
,,"fuel",340,6.280
,,"resource",370,6.240
,,"wire",287,6.220
,,"array",324,6.210
,,"god",291,6.180
,,"cable",268,6.170
,,"circuit",280,6.160
,,"hand",466,6.120
,,"reactor",250,6.080
,,"transmitter",249,6.060
,,"connector",235,6.050
,,"president",266,6.040
,,"line",631,5.990
,,"switch",238,5.990
,,"Westminster",224,5.990
,,"snapdragon",218,5.990
,,"gas",269,5.970
,,"pack",250,5.950
,,"kW",213,5.940
,,"state",889,5.860
,,"socket",215,5.860
,,"rail",212,5.860
,,"bus",225,5.860
,,"main",199,5.810
,,"amplifier",198,5.810
,,"cell",361,5.800
,,"elite",198,5.800
,,"people",1053,5.780
,,"device",419,5.780
,,"USB",199,5.780
,,"station",452,5.750
,,"connection",204,5.660
,,"facility",265,5.640
,,"producer",227,5.640
,,"leg",190,5.620
,,"wheel",187,5.620
,,"father",294,5.590
,,"sunlight",182,5.580
,,"spirit",190,5.530
,,"side",826,5.510
,,"wave",186,5.510
,,"computer",311,5.490
,,"board",230,5.420
,,"shaft",155,5.420
,,"Brussels",152,5.370
,,"authority",258,5.370
,,"waste",169,5.330
,,"administration",184,5.290
,,"amp",137,5.270
,,"fusion",137,5.270
,,"substation",132,5.250
,,"transformer",135,5.240
,,"Dam",136,5.230
,,"adapter",130,5.230
,,"party",331,5.220
,,"class",278,5.190
,,"alternator",127,5.190
,,"Parliament",134,5.160
,,"PSU",124,5.160
,,"module",144,5.130
,,"space",228,5.120
,,"biomass",129,5.120
,,"legislature",125,5.120
,,"force",179,5.110
,,"king",139,5.100
,,"generation",193,5.090
,,"West",154,5.090
,,"heaven",217,5.080
,,"light",164,5.070
,,"west",170,5.040
,,"car",216,5.040
power,"... is a X",,98294,0.490
,,"knowledge",14769,11.610
,,"power",3025,9.110
,,"information",2484,8.850
,,"Knowledge",964,8.290
,,"Russia",900,7.830
,,"money",1281,7.680
,,"gospel",657,7.590
,,"China",986,7.580
,,"States",726,7.260
,,"love",867,7.070
,,"Israel",604,7.030
,,"Britain",456,7.010
,,"US",477,6.880
,,"Iran",386,6.670
,,"France",354,6.580
,,"Spirit",304,6.510
,,"n",326,6.460
,,"India",448,6.410
,,"God",790,6.300
,,"tax",321,6.290
,,"Germany",290,6.290
,,"America",455,6.280
,,"P",245,6.170
,,"energy",302,6.140
,,"Japan",258,6.080
,,"Pakistan",227,6.030
,,"U.S.",239,5.990
,,"spirit",237,5.950
,,"ability",206,5.890
,,"wealth",199,5.890
,,"Christ",327,5.880
,,"will",195,5.810
,,"strength",225,5.800
,,"word",337,5.780
,,"rape",179,5.750
,,"goal",313,5.730
,,"seat",197,5.700
,,"faith",220,5.680
,,"government",284,5.620
,,"device",249,5.620
,,"issue",492,5.620
,,"Great",159,5.620
,,"truth",275,5.600
,,"hand",238,5.590
,,"imagination",159,5.590
,,"mind",254,5.520
,,"politics",179,5.520
,,"Rome",152,5.520
,,"Turkey",157,5.510
,,"country",317,5.480
,,"state",265,5.450
,,"Union",153,5.450
,,"authority",152,5.430
,,"Information",131,5.430
,,"Spain",146,5.420
,,"Empire",133,5.400
,,"force",177,5.400
,,"wire",139,5.390
,,"N",144,5.370
,,"number",266,5.360
,,"size",214,5.350
,,"q",127,5.340
,,"unity",129,5.320
,,"denominator",123,5.320
,,"magic",125,5.260
,,"empire",123,5.250
,,"theme",176,5.230
,,"problem",510,5.210
,,"jurisdiction",115,5.210
,,"language",204,5.190
,,"reason",199,5.190
,,"USA",126,5.150
,,"beauty",127,5.140
,,"sex",147,5.120
,,"freedom",131,5.120
,,"nation",134,5.080
,,"prayer",125,5.080
,,"factor",179,5.060
,,"thought",140,5.040
,,"engine",153,5.040
,,"Power",106,5.040
,,"watt",100,5.040
,,"control",153,5.020
,,"Constitution",109,5.020
power,"... from X",,76100,0.380
,,"oust",1759,9.390
,,"fall",1791,8.910
,,"Hussein",1126,8.890
,,"electricity",1143,8.350
,,"removal",981,7.990
,,"Taliban",538,7.830
,,"fall",1882,7.820
,,"force",512,7.560
,,"remove",4836,7.550
,,"regime",449,7.540
,,"government",508,7.420
,,"deliverance",429,7.290
,,"deliver",511,7.270
,,"drive",823,7.230
,,"Saddam",346,7.200
,,"independence",653,7.170
,,"Assad",337,7.170
,,"sweep",345,7.120
,,"topple",292,6.940
,,"Maduro",265,6.820
,,"detract",518,6.790
,,"disconnect",417,6.600
,,"energy",551,6.570
,,"party",264,6.450
,,"Mubarak",198,6.410
,,"power",451,6.300
,,"exclude",651,6.270
,,"freedom",405,6.240
,,"benefit",2285,6.200
,,"free",279,6.100
,,"dictator",156,6.060
,,"rich",156,6.020
,,"ouster",150,6.000
,,"threat",311,5.990
,,"pressure",460,5.960
,,"Morsi",143,5.940
,,"exit",250,5.920
,,"president",156,5.920
,,"al-Assad",137,5.880
,,"interference",179,5.850
,,"Trump",139,5.810
,,"generation",157,5.790
,,"exclusion",170,5.780
,,"soul",154,5.770
,,"depose",129,5.760
,,"free",703,5.730
,,"Gaddafi",123,5.720
,,"generate",297,5.700
,,"Mugabe",120,5.680
,,"benefit",506,5.640
,,"operate",273,5.620
,,"liberation",138,5.620
,,"independent",147,5.530
,,"dislodge",108,5.480
,,"switch",238,5.450
,,"hydrogen",107,5.400
,,"intervention",111,5.380
,,"distinct",211,5.370
,,"unplug",102,5.370
,,"liberate",115,5.340
,,"derogate",97,5.330
,,"help",405,5.300
,,"save",163,5.280
,,"emission",231,5.250
,,"Aristide",88,5.230
,,"Castro",88,5.230
,,"aid",119,5.230
,,"charge",96,5.230
,,"leader",172,5.190
,,"derive",971,5.100
,,"proceed",112,5.100
,,"Milosevic",80,5.100
,,"salvation",86,5.100
,,"world",146,5.090
,,"attack",154,5.080
,,"strength",94,5.080
,,"Hitler",78,5.060
,,"protection",251,5.040
,,"Chavez",77,5.040
,,"push",90,5.010
,,"BJP",75,5.010
power,"X on ...",,75146,0.380
,,"tap",884,7.880
,,"earth",4050,7.470
,,"reset",318,7.090
,,"grid",538,6.880
,,"wave",327,6.650
,,"continent",702,6.640
,,"demand",696,6.470
,,"shot",314,6.390
,,"engine",416,6.270
,,"button",419,6.080
,,"hour",256,6.050
,,"scale",1136,5.970
,,"Earth",807,5.970
,,"promise",290,5.830
,,"Council",259,5.830
,,"switch",212,5.790
,,"planet",865,5.710
,,"serve",118,5.590
,,"indicator",145,5.530
,,"pin",138,5.470
,,"wire",144,5.430
,,"newsletter",103,5.410
,,"part",1201,5.400
,,"VM",102,5.380
,,"court",276,5.370
,,"unit",216,5.360
,,"stage",887,5.340
,,"light",187,5.340
,,"stall",96,5.320
,,"go",207,5.310
,,"par",212,5.310
,,"Court",151,5.280
,,"battlefield",182,5.270
,,"laptop",195,5.220
,,"device",577,5.200
,,"password",86,5.150
,,"router",101,5.150
,,"behalf",1306,5.140
,,"Test",82,5.110
,,"Hill",215,5.090
,,"council",131,5.070
,,"machine",406,5.070
,,"sequence",99,5.070
,,"authority",128,5.030
power,"... as X",,71515,0.360
,,"China",867,8.170
,,"emergence",691,8.170
,,"States",863,8.050
,,"rise",641,8.040
,,"Russia",640,7.950
,,"emerge",2139,7.750
,,"status",1188,7.510
,,"India",458,7.280
,,"US",408,7.270
,,"Britain",370,7.260
,,"Iran",318,7.010
,,"produce",437,6.950
,,"Israel",347,6.840
,,"America",341,6.780
,,"generate",278,6.700
,,"consume",260,6.690
,,"power",394,6.680
,,"have",766,6.660
,,"France",242,6.600
,,"obligation",244,6.590
,,"Germany",229,6.490
,,"position",837,6.460
,,"U.S.",229,6.440
,,"Japan",220,6.420
,,"rise",260,6.300
,,"wield",168,6.240
,,"need",278,6.220
,,"decline",174,6.190
,,"accord",162,6.140
,,"responsibility",241,6.050
,,"knowledge",165,5.970
,,"require",210,5.950
,,"get",340,5.930
,,"vary",180,5.930
,,"draw",146,5.830
,,"role",945,5.810
,,"God",224,5.790
,,"electricity",122,5.730
,,"deliver",147,5.700
,,"time",910,5.680
,,"place",293,5.670
,,"Spain",118,5.670
,,"great",168,5.640
,,"Korea",117,5.630
,,"Turkey",115,5.630
